Gender,Major,Program,GPA
Male,Btech,ECE,4.83
Male,PHD,CND,9.35
Female,PHD,CHD,8.14
Male,Btech,ECE,6.44
Female,Btech,CSE,9.13
Female,Btech,ECE,7.03
Female,Btech,ECE,7.11
Male,MS,ECE,8.05
Female,Btech,CSE,5.61
Male,Btech,CSE,6.96
Female,Btech,CSE,8.39
Female,Btech,CSE,5.87
Male,Btech,ECE,9.28
Female,Btech,CHD,6.35
Male,Btech,CHD,5.39
Male,Btech,CSE,5.87
Female,Btech,CND,5.94
Male,MS,ECE,7.76
Male,Btech,ECE,6.02
Male,Btech,ECE,8.6
Male,Btech,ECE,7.5
Male,MS,CHD,7.86
Male,MS,ECE,8.19
Male,PHD,CND,8.96
Male,MS,CSE,7.79
Female,Btech,CSE,6.21
Male,MS,CSE,8.02
Male,Btech,CSE,6.46
Female,Btech,ECE,8.46
Male,PHD,CHD,8.99
Male,MS,CSE,8.03
Female,Btech,CSE,7.94
Female,Btech,ECE,4.47
Female,MS,CHD,8.28
Male,Btech,CSE,5.78
Male,Btech,ECE,7.29
Male,Btech,ECE,6.13
Male,Btech,CSE,6.83
Male,Btech,ECE,6.92
Male,Btech,CSE,5.69
Male,Btech,ECE,7.77
Other,MS,CND,8.78
Female,Btech,CSE,7.51
Female,Btech,ECE,5.87
Male,MS,CSE,7.73
Male,Btech,CSE,6.25
Male,Btech,ECE,6.04
Male,MS,CHD,7.55
Male,Btech,ECE,4.47
Male,Btech,ECE,7.12
Male,Btech,ECE,6.48
Male,MS,CHD,8.62
Male,Btech,ECE,6.63
Male,PHD,CND,8.74
Male,Btech,CND,6.98
Male,PHD,CSE,9.02
Female,MS,CSE,7.85
Male,MS,ECE,8.29
Male,PHD,CHD,7.33
Female,Btech,ECE,7.39
Male,Btech,ECE,7.35
Female,Btech,CSE,7.75
Male,Btech,CSE,7.86
Male,Btech,CSE,6.44
Female,MS,CHD,8.26
Male,Btech,CSE,6.58
Male,Btech,CND,6.52
Male,Btech,CSE,7.88
Male,Btech,ECE,8.05
Female,PHD,CND,9.15
Male,MS,CSE,7.37
Male,Btech,CSE,8.17
Male,Btech,CHD,8.24
Female,Btech,CSE,7.44
Male,Btech,ECE,6.91
Female,Btech,CHD,7.22
Male,Btech,CSE,9.24
Male,Btech,ECE,8.13
Male,Btech,ECE,7.49
Female,Btech,ECE,6.29
Female,MS,CHD,8.19
Female,Btech,ECE,7.99
Female,Btech,CSE,7.1
Female,PHD,CSE,8.42
Male,Btech,ECE,9.05
Male,Btech,ECE,8.25
Female,PHD,CSE,8.72
Male,Btech,CHD,7.44
Male,Btech,CSE,6.57
Female,Btech,ECE,7.91
Female,Btech,ECE,5.94
Male,PHD,ECE,8.17
Male,Btech,ECE,6.49
Female,PHD,CSE,8.67
Male,Btech,CND,5.77
Female,Btech,ECE,8.57
Male,Btech,ECE,8.33
Male,Btech,ECE,7.06
Female,Btech,CHD,7.62
Male,Btech,CSE,6.14
Female,Btech,CND,6.15
Male,Btech,ECE,8.56
Female,Btech,CSE,6.6
Female,Btech,CSE,7.49
Male,Btech,CSE,6.53
Female,Btech,CSE,5.84
Female,MS,CSE,7.55
Male,Btech,CHD,7.47
Female,Btech,CSE,7.08
Male,Btech,CND,7.57
Male,Btech,CSE,5.95
Female,Btech,CSE,5.56
Female,MS,CHD,8.39
Male,PHD,ECE,8.11
Male,Btech,ECE,7.58
Male,MS,ECE,7.99
Male,Btech,ECE,6.07
Male,Btech,ECE,6.4
Male,MS,ECE,8.5
Male,PHD,CND,8.33
Male,MS,CND,7.71
Female,Btech,CSE,7.9
Male,PHD,CND,7.63
Male,Btech,CSE,6.55
Male,Btech,ECE,6.4
Male,Btech,ECE,7.05
Male,PHD,CHD,7.8
Male,Btech,CSE,7.66
Female,Btech,CSE,6.65
Male,MS,CND,7.74
Male,Btech,CHD,6.42
Female,Btech,ECE,4.49
Male,Btech,CSE,8.41
Female,Btech,CSE,5.78
Male,Btech,ECE,8.37
Male,Btech,CHD,5.08
Male,Btech,CHD,7.76
Male,Btech,CSE,6.08
Male,MS,CSE,8.44
Female,Btech,CHD,6.46
Male,Btech,CHD,6.85
Male,MS,CHD,8.23
Female,PHD,CND,8.0
Male,Btech,ECE,6.08
Female,PHD,CHD,8.48
Male,PHD,ECE,8.87
Female,Btech,CSE,6.92
Male,Btech,CSE,6.39
Female,Btech,ECE,6.96
Male,MS,ECE,7.15
Male,PHD,CSE,8.63
Male,Btech,ECE,6.16
Male,PHD,CND,8.93
Male,Btech,CSE,4.23
Female,Btech,ECE,7.05
Female,PHD,CHD,8.78
Male,Btech,CND,5.9
Female,Btech,ECE,8.09
Female,Btech,CSE,6.07
Male,Btech,CHD,8.37
Female,PHD,CHD,8.96
Female,Btech,ECE,6.67
Female,MS,ECE,8.55
Female,Btech,CSE,8.7
Male,Btech,CSE,6.59
Male,MS,CHD,8.77
Male,Btech,CHD,7.2
Female,Btech,CSE,8.04
Male,MS,ECE,8.71
Male,MS,ECE,6.99
Female,Btech,ECE,8.15
Male,Btech,CSE,8.19
Male,MS,CSE,7.62
Male,MS,CHD,8.04
Male,Btech,CND,7.77
Male,Btech,CHD,5.6
Male,Btech,ECE,8.38
Male,MS,CSE,8.2
Male,Btech,CHD,7.21
Male,Btech,ECE,8.47
Female,MS,ECE,8.4
Male,Btech,ECE,7.09
Male,PHD,CSE,8.31
Male,Btech,ECE,7.84
Female,Btech,ECE,6.89
Male,PHD,CND,8.57
Male,Btech,CHD,7.91
Male,Btech,ECE,6.33
Male,Btech,CSE,7.9
Male,Btech,CSE,7.48
Female,Btech,ECE,6.65
Male,Btech,ECE,5.46
Male,Btech,ECE,8.08
Female,Btech,ECE,6.83
Male,Btech,ECE,8.78
Female,Btech,ECE,6.38
Female,Btech,CSE,7.94
Male,MS,CHD,7.74
Male,Btech,ECE,5.79
Female,Btech,CHD,7.72
Male,Btech,CND,8.94
Male,Btech,CHD,5.75
Male,PHD,ECE,8.39
Male,MS,ECE,7.39
Other,MS,CND,8.16
Female,Btech,CSE,8.67
Male,Btech,ECE,7.28
Female,PHD,CND,9.1
Male,Btech,CND,5.96
Male,Btech,ECE,7.93
Male,Btech,CSE,7.01
Female,Btech,ECE,7.2
Male,Btech,CHD,6.0
Female,Btech,CSE,6.79
Female,Btech,CSE,7.68
Male,PHD,CND,7.76
Male,Btech,CSE,8.45
Female,Btech,CHD,7.71
Male,Btech,CSE,5.84
Male,PHD,CSE,8.28
Female,Btech,CSE,6.35
Male,Btech,ECE,6.98
Female,Btech,CSE,7.51
Female,Btech,CSE,8.41
Male,Btech,ECE,7.79
Male,Btech,ECE,5.16
Male,Btech,CSE,8.63
Male,MS,ECE,8.25
Female,Btech,CSE,7.4
Male,Btech,ECE,8.63
Male,Btech,CSE,6.78
Male,Btech,CHD,8.15
Male,Btech,CND,8.1
Female,Btech,ECE,5.84
Female,Btech,ECE,5.99
Male,PHD,CSE,8.45
Male,Btech,CHD,7.32
Female,MS,ECE,8.05
Female,Btech,ECE,7.24
Male,Btech,CSE,7.34
Male,Btech,CND,7.38
Male,MS,CSE,8.34
Male,Btech,ECE,5.53
Male,Btech,CSE,6.07
Male,Btech,CHD,7.52
Female,Btech,CND,7.32
Male,MS,CND,7.92
Male,Btech,CSE,5.31
Male,Btech,ECE,5.67
Female,MS,CHD,5.86
Male,Btech,CSE,6.53
Male,PHD,CND,7.63
Male,Btech,CSE,8.26
Male,Btech,CSE,7.12
Male,MS,CND,7.84
Male,Btech,ECE,7.03
Male,Btech,CSE,7.2
Male,Btech,ECE,7.06
Female,MS,CHD,8.56
Male,MS,CND,7.3
Male,MS,ECE,7.27
Male,Btech,CSE,4.06
Male,Btech,CSE,7.44
Male,MS,ECE,7.5
Male,MS,CHD,7.67
Female,Btech,CSE,6.31
Female,MS,CND,8.94
Female,Btech,CSE,6.13
Male,Btech,CSE,7.28
Male,Btech,ECE,6.13
Female,Btech,ECE,6.58
Male,Btech,CSE,6.74
Male,Btech,ECE,7.25
Male,PHD,CSE,7.94
Male,Btech,CSE,7.24
Male,Btech,ECE,6.31
Female,PHD,CHD,8.38
Female,Btech,ECE,5.89
Female,Btech,ECE,5.3
Male,MS,CND,7.56
Male,PHD,CSE,8.78
Female,PHD,ECE,8.02
Male,Btech,CSE,8.13
Male,Btech,CSE,7.88
Female,Btech,CND,6.83
Male,Btech,ECE,8.0
Male,Btech,CSE,6.68
Male,Btech,ECE,6.11
Male,Btech,ECE,7.13
Male,Btech,CHD,7.98
Male,Btech,ECE,7.0
Male,Btech,CSE,6.87
Female,Btech,CSE,7.63
Male,MS,CSE,8.26
Female,Btech,CND,6.08
Female,Btech,CSE,8.34
Male,Btech,CND,5.84
Male,Btech,CSE,7.21
Male,Btech,CSE,8.5
Male,Btech,CSE,6.79
Male,Btech,ECE,6.99
Male,PHD,CND,7.89
Female,Btech,ECE,7.0
Male,MS,CSE,6.69
Female,Btech,ECE,8.49
Other,Btech,ECE,5.65
Male,Btech,CSE,5.61
Male,MS,ECE,7.73
Male,Btech,CSE,6.35
Female,PHD,CND,9.03
Female,PHD,CSE,8.06
Male,PHD,ECE,7.47
Female,PHD,CSE,8.09
Female,MS,CSE,8.09
Male,PHD,CND,8.74
Female,Btech,CSE,7.69
Male,Btech,CSE,9.01
Other,Btech,ECE,8.89
Female,Btech,ECE,6.62
Female,MS,CSE,6.97
Male,Btech,ECE,7.29
Male,Btech,ECE,8.06
Male,Btech,ECE,9.27
Female,MS,ECE,7.62
Male,Btech,ECE,5.6
Male,Btech,CHD,7.97
Other,Btech,CSE,5.94
Female,Btech,ECE,6.39
Male,PHD,CSE,8.88
Male,Btech,ECE,9.12
Male,Btech,ECE,6.58
Male,Btech,ECE,6.53
Male,Btech,CSE,5.38
Male,Btech,CSE,7.36
Male,MS,CSE,7.11
Male,Btech,CHD,7.37
Male,Btech,CND,8.97
Male,Btech,CSE,6.19
Male,PHD,CHD,9.2
Male,Btech,CSE,7.64
Male,Btech,CHD,7.12
Female,Btech,CSE,7.81
Female,MS,CSE,8.49
Male,Btech,ECE,6.33
Female,Btech,CSE,5.59
Male,Btech,ECE,8.49
Male,Btech,ECE,6.68
Male,Btech,CHD,5.02
Female,Btech,ECE,9.72
Male,Btech,CSE,7.68
Male,Btech,CSE,5.59
Male,Btech,CSE,8.13
Male,MS,ECE,7.66
Female,Btech,CSE,6.31
Female,Btech,CSE,9.12
Male,Btech,ECE,7.69
Female,Btech,ECE,5.35
Male,Btech,CND,6.72
Male,Btech,CHD,5.31
Female,Btech,ECE,6.04
Male,Btech,ECE,7.39
Male,MS,CND,8.74
Female,Btech,CND,7.68
Female,Btech,CSE,6.75
Male,Btech,CHD,7.13
Male,Btech,ECE,6.24
Male,Btech,ECE,7.11
Male,Btech,CHD,7.39
Female,Btech,ECE,7.59
Male,Btech,CSE,6.46
Male,MS,CSE,7.83
Male,PHD,CSE,8.63
Female,Btech,CND,6.66
Male,Btech,CSE,6.41
Male,Btech,CSE,7.53
Female,MS,CND,9.09
Male,Btech,ECE,6.86
Male,MS,ECE,7.94
Male,MS,CSE,7.84
Female,Btech,CND,5.49
Other,Btech,ECE,6.58
Male,Btech,CSE,7.92
Female,MS,CND,8.83
Male,Btech,ECE,7.09
Female,PHD,ECE,8.18
Other,Btech,CHD,6.84
Male,MS,CHD,9.54
Male,Btech,CSE,8.06
Male,Btech,CHD,8.03
Male,PHD,CHD,8.28
Other,MS,ECE,7.7
Female,PHD,ECE,7.12
Male,Btech,CSE,7.08
Male,Btech,CSE,6.11
Male,PHD,CND,8.19
Other,MS,CSE,8.22
Female,Btech,CSE,7.57
Male,MS,CSE,7.33
Female,Btech,CND,8.47
Male,MS,CSE,7.93
Male,Btech,CHD,8.88
Female,PHD,CSE,8.45
Male,Btech,CSE,8.54
Female,MS,CSE,7.72
Male,Btech,ECE,7.9
Female,Btech,CSE,6.32
Male,PHD,CND,8.33
Female,Btech,CSE,7.12
Male,Btech,ECE,6.48
Male,PHD,CSE,7.76
Male,Btech,ECE,6.47
Male,Btech,CHD,7.93
Female,Btech,ECE,6.59
Female,Btech,ECE,7.38
Female,Btech,ECE,6.88
Male,PHD,CSE,9.11
Male,MS,CHD,8.51
Female,Btech,CND,6.64
Male,Btech,ECE,7.33
Female,MS,CND,9.46
Female,PHD,ECE,8.95
Male,MS,CHD,7.64
Female,Btech,CSE,7.8
Female,Btech,CSE,7.11
Male,Btech,ECE,7.9
Female,MS,CHD,7.19
Male,Btech,CSE,5.67
Male,Btech,CSE,6.77
Female,Btech,ECE,6.28
Male,MS,ECE,8.22
Male,Btech,CHD,7.27
Male,Btech,ECE,6.59
Male,MS,CHD,8.49
Male,Btech,ECE,8.34
Male,MS,CSE,8.21
Male,PHD,CHD,8.71
Male,PHD,CHD,8.48
Female,Btech,CSE,6.62
Male,Btech,CSE,7.51
Male,Btech,CHD,5.97
Male,Btech,ECE,5.94
Male,Btech,CHD,6.6
Female,Btech,ECE,7.08
Female,Btech,ECE,6.48
Male,PHD,CSE,7.28
Male,Btech,CSE,7.22
Male,Btech,ECE,6.83
Male,Btech,CSE,5.93
Female,Btech,CHD,6.07
Male,Btech,CSE,5.24
Male,Btech,ECE,6.35
Male,Btech,CSE,7.3
Male,Btech,CND,8.34
Female,Btech,CSE,5.78
Female,Btech,ECE,8.47
Male,Btech,CHD,8.29
Male,Btech,ECE,7.72
Male,Btech,ECE,7.27
Female,Btech,ECE,7.11
Female,Btech,CSE,5.3
Male,Btech,CSE,5.32
Male,Btech,ECE,7.18
Female,MS,CSE,7.37
Male,Btech,CND,8.21
Male,Btech,CHD,8.37
Female,Btech,ECE,8.62
Female,Btech,ECE,7.57
Male,PHD,CHD,9.27
Female,Btech,CHD,7.9
Female,Btech,ECE,6.88
Male,MS,CND,8.46
Male,Btech,ECE,5.14
Female,Btech,ECE,7.0
Other,MS,CSE,8.48
Male,MS,CSE,8.91
Male,Btech,CHD,8.18
Male,Btech,ECE,6.12
Male,Btech,ECE,7.22
Female,Btech,ECE,6.01
Female,Btech,CHD,7.88
Female,Btech,CSE,6.48
Female,Btech,CSE,7.16
Female,Btech,ECE,7.31
Female,Btech,ECE,5.44
Male,Btech,CSE,9.13
Male,MS,ECE,8.39
Male,Btech,CND,5.79
Male,Btech,CSE,8.35
Male,Btech,CSE,5.12
Female,Btech,ECE,7.56
Female,MS,CSE,7.39
Male,PHD,CND,7.8
Male,MS,CND,8.44
Male,MS,CSE,6.76
Male,Btech,CSE,6.79
Male,Btech,CSE,7.31
Male,Btech,CSE,7.6
Female,Btech,ECE,6.31
Male,Btech,ECE,9.11
Female,Btech,ECE,7.8
Male,PHD,ECE,8.52
Female,Btech,ECE,4.0
Male,Btech,CND,7.15
Male,Btech,CND,6.68
Male,Btech,ECE,8.16
Male,Btech,ECE,6.7
Male,PHD,CND,8.25
Male,MS,CND,8.24
Male,Btech,ECE,6.53
Female,MS,CND,9.08
Male,Btech,CSE,6.89
Male,MS,ECE,8.14
Male,Btech,ECE,7.79
Male,Btech,ECE,6.01
Male,PHD,CHD,8.18
Female,Btech,CSE,7.56
Female,Btech,ECE,6.64
Female,Btech,ECE,7.24
Male,MS,CSE,7.64
Female,Btech,CND,4.94
Male,PHD,CSE,7.6
Male,Btech,CHD,7.73
Male,MS,CHD,8.84
Male,Btech,CSE,7.97
Male,Btech,ECE,6.85
Male,Btech,CSE,8.07
Male,PHD,CND,7.82
Male,Btech,ECE,7.81
Male,Btech,ECE,5.47
Male,Btech,ECE,7.53
Male,Btech,CHD,4.65
Female,PHD,CND,7.81
Male,Btech,CSE,6.98
Male,MS,CSE,9.16
Male,Btech,CND,5.26
Female,Btech,CSE,6.34
Female,MS,CSE,8.56
Female,Btech,CSE,6.02
Male,MS,CSE,9.25
Male,Btech,CSE,6.21
Male,Btech,CND,5.69
Female,Btech,CSE,6.79
Male,Btech,ECE,7.11
Male,Btech,CSE,5.99
Male,Btech,CSE,7.07
Female,Btech,CSE,6.22
Female,Btech,ECE,8.16
Female,MS,ECE,8.85
Female,Btech,ECE,6.96
Male,MS,ECE,6.69
Female,Btech,CSE,8.02
Female,Btech,CSE,9.47
Male,Btech,ECE,6.58
Male,Btech,CSE,7.23
Female,Btech,CSE,7.56
Male,Btech,CSE,4.49
Female,Btech,ECE,7.36
Other,Btech,ECE,6.72
Male,Btech,CSE,5.9
Male,MS,CHD,6.79
Male,Btech,CSE,7.33
Female,Btech,ECE,7.87
Male,Btech,CSE,5.75
Male,Btech,ECE,8.0
Female,PHD,CND,9.0
Female,Btech,ECE,7.1
Male,Btech,CND,7.74
Male,MS,CHD,7.37
Female,MS,CND,7.81
Female,MS,CSE,6.98
Female,Btech,ECE,8.39
Male,Btech,ECE,6.92
Female,Btech,ECE,6.11
Male,Btech,ECE,7.87
Female,PHD,ECE,8.61
Male,Btech,CSE,7.51
Male,PHD,ECE,8.82
Male,Btech,CHD,6.5
Other,MS,CSE,7.16
Male,MS,ECE,6.37
Female,MS,CND,7.32
Female,Btech,CHD,6.77
Female,MS,ECE,8.15
Male,Btech,CSE,6.37
Male,MS,CSE,7.27
Male,Btech,CSE,7.45
Male,Btech,CSE,8.04
Male,Btech,CSE,7.56
Female,Btech,ECE,7.49
Male,Btech,ECE,7.38
Male,Btech,CSE,8.56
Male,PHD,CND,7.81
Male,MS,ECE,8.23
Female,MS,CND,7.31
Male,PHD,CHD,8.34
Male,Btech,ECE,6.35
Male,MS,ECE,8.07
Female,Btech,CSE,6.35
Male,Btech,CSE,7.24
Male,PHD,CND,8.64
Female,Btech,CSE,6.6
Male,Btech,ECE,6.68
Female,Btech,CSE,8.49
Female,PHD,CSE,8.24
Female,MS,ECE,9.46
Male,MS,CND,7.84
Male,Btech,ECE,6.43
Female,Btech,CSE,7.3
Female,Btech,CHD,9.05
Male,Btech,ECE,7.71
Male,Btech,CSE,7.18
Female,Btech,ECE,6.89
Male,Btech,ECE,8.02
Male,Btech,ECE,7.38
Male,Btech,ECE,7.42
Male,Btech,CSE,8.31
Male,Btech,CND,7.14
Female,Btech,CSE,7.4
Male,MS,CSE,7.64
Female,Btech,CSE,7.61
Male,Btech,ECE,5.58
Male,MS,CHD,8.29
Female,Btech,ECE,6.02
Female,MS,ECE,8.69
Male,Btech,CSE,5.79
Male,MS,CSE,8.3
Female,Btech,CSE,6.54
Male,Btech,CSE,6.19
Male,MS,CND,7.94
Male,Btech,ECE,8.39
Male,Btech,ECE,7.11
Male,Btech,ECE,6.09
Male,Btech,ECE,7.71
Female,Btech,CSE,8.15
Male,Btech,ECE,6.81
Female,MS,CHD,8.16
Male,Btech,CSE,7.68
Male,MS,CSE,6.87
Male,Btech,CSE,7.99
Male,Btech,CND,7.59
Female,Btech,CSE,6.9
Female,Btech,CSE,7.79
Male,MS,ECE,9.34
Female,MS,ECE,8.25
Female,Btech,ECE,7.7
Male,Btech,ECE,7.73
Male,Btech,CSE,6.91
Male,PHD,CHD,8.29
Male,Btech,ECE,5.21
Male,MS,ECE,7.28
Male,MS,ECE,6.89
Female,MS,CND,6.83
Male,Btech,CSE,6.29
Male,Btech,CHD,7.37
Male,MS,ECE,7.74
Female,Btech,CSE,6.36
Female,MS,CSE,8.69
Female,Btech,CHD,5.81
Male,Btech,CSE,8.56
Male,Btech,ECE,6.17
Female,Btech,ECE,5.67
Male,Btech,ECE,7.91
Male,MS,CHD,7.4
Male,Btech,CSE,7.47
Male,MS,CHD,6.99
Female,MS,CSE,7.6
Female,MS,CND,9.15
Female,Btech,CSE,7.38
Female,Btech,ECE,7.88
Male,Btech,ECE,7.11
Female,Btech,CHD,6.26
Female,MS,ECE,7.73
Male,Btech,CHD,7.32
Male,MS,CSE,8.26
Male,PHD,CND,8.68
Female,MS,CSE,9.85
Male,Btech,ECE,6.38
Male,Btech,ECE,7.02
Male,Btech,ECE,6.08
Male,Btech,ECE,6.19
Female,Btech,CSE,7.48
Male,Btech,ECE,8.8
Male,Btech,ECE,5.87
Male,Btech,CSE,7.18
Male,Btech,CSE,7.22
Male,Btech,ECE,6.38
Male,Btech,CHD,6.65
Male,Btech,CSE,8.42
Male,Btech,CND,6.26
Female,Btech,CSE,7.3
Male,MS,CND,8.36
Male,MS,CSE,7.79
Other,PHD,ECE,9.74
Male,MS,CND,8.02
Female,Btech,ECE,7.92
Female,Btech,CSE,6.58
Female,Btech,CSE,7.82
Female,Btech,CSE,8.24
Female,PHD,CSE,7.49
Male,MS,CSE,7.47
Female,MS,CHD,7.75
Other,Btech,CSE,6.53
Male,Btech,CSE,6.33
Female,Btech,CSE,6.56
Male,Btech,CSE,7.58
Female,Btech,CSE,10.0
Male,Btech,CSE,7.6
Female,Btech,CHD,4.64
Male,MS,ECE,8.2
Male,Btech,ECE,8.22
Male,Btech,CSE,6.29
Female,Btech,CND,6.45
Male,PHD,CND,8.34
Male,Btech,CSE,6.72
Female,MS,CSE,8.69
Female,MS,CND,7.83
Male,Btech,CSE,6.97
Male,Btech,CND,7.48
Male,Btech,ECE,6.2
Female,Btech,CSE,7.69
Male,Btech,CSE,5.43
Male,Btech,CSE,6.55
Female,Btech,ECE,6.45
Female,Btech,CND,7.58
Other,MS,CSE,9.23
Female,Btech,ECE,5.93
Male,MS,CHD,7.51
Male,Btech,CSE,6.49
Female,Btech,CSE,8.32
Male,MS,CND,8.19
Male,Btech,ECE,8.02
Male,Btech,ECE,7.19
Male,PHD,ECE,7.98
Female,Btech,CND,8.01
Male,Btech,ECE,8.19
Female,Btech,ECE,5.15
Female,MS,CND,6.77
Female,Btech,CHD,7.81
Female,MS,CSE,7.28
Male,Btech,ECE,7.12
Male,Btech,ECE,7.84
Male,Btech,CSE,7.58
Male,Btech,CHD,6.05
Female,Btech,CSE,6.12
Male,Btech,ECE,8.22
Female,PHD,CND,8.2
Female,MS,CSE,8.07
Male,Btech,CSE,6.83
Male,MS,CHD,7.82
Female,Btech,CND,7.67
Male,Btech,CHD,6.25
Male,Btech,CND,7.99
Male,MS,CHD,7.83
Male,Btech,ECE,6.93
Male,Btech,CSE,7.36
Male,Btech,ECE,8.86
Male,Btech,CHD,5.71
Male,MS,ECE,9.1
Male,MS,ECE,7.35
Female,MS,CSE,7.76
Female,Btech,CHD,5.61
Male,Btech,ECE,7.11
Female,Btech,ECE,8.06
Other,Btech,CSE,5.74
Male,Btech,CSE,7.56
Male,Btech,CND,5.32
Female,Btech,CSE,5.27
Male,Btech,ECE,6.19
Male,MS,CND,8.64
Female,MS,CHD,9.32
Female,Btech,ECE,4.59
Male,Btech,ECE,7.99
Female,Btech,ECE,7.36
Male,Btech,CSE,7.79
Male,MS,CSE,8.13
Female,Btech,ECE,7.97
Female,Btech,CSE,7.33
Male,Btech,ECE,7.05
Female,Btech,CSE,5.64
Male,Btech,ECE,6.11
Female,PHD,CSE,8.41
Male,Btech,ECE,7.8
Male,Btech,CND,7.31
Female,Btech,ECE,8.59
Male,MS,CSE,8.21
Male,MS,CSE,7.7
Female,Btech,CND,7.23
Male,Btech,CSE,8.21
Male,MS,ECE,7.54
Female,Btech,ECE,7.84
Male,Btech,CSE,8.07
Male,Btech,CHD,7.82
Male,Btech,CSE,7.46
Male,Btech,ECE,7.01
Male,PHD,ECE,7.88
Other,Btech,ECE,6.57
Male,Btech,ECE,6.31
Male,MS,ECE,6.73
Male,MS,CSE,8.94
Male,Btech,ECE,6.6
Male,Btech,CSE,5.9
Male,Btech,CHD,5.64
Female,MS,CSE,8.82
Male,MS,ECE,7.79
Male,PHD,CSE,7.97
Female,Btech,CSE,7.26
Female,Btech,ECE,7.55
Male,Btech,CND,6.94
Male,Btech,CND,6.66
Male,Btech,CSE,7.13
Male,Btech,ECE,7.02
Female,Btech,CSE,8.24
Male,Btech,CSE,7.59
Male,Btech,CHD,5.87
Male,MS,ECE,8.7
Male,Btech,CSE,5.21
Female,Btech,CSE,7.44
Male,MS,CSE,8.01
Male,Btech,CND,8.03
Other,Btech,CND,6.21
Female,Btech,ECE,8.93
Male,Btech,CND,7.44
Male,Btech,CND,6.55
Female,Btech,CND,7.91
Female,Btech,CND,5.11
Male,Btech,CHD,7.61
Female,Btech,ECE,5.83
Male,Btech,ECE,8.27
Female,Btech,CSE,7.84
Male,Btech,CSE,7.48
Male,Btech,ECE,6.01
Male,PHD,ECE,8.34
Other,PHD,CHD,7.68
Male,Btech,CND,8.65
Female,Btech,CND,8.01
Female,Btech,ECE,5.64
Female,Btech,ECE,6.1
Male,MS,CHD,7.36
Male,PHD,CHD,8.79
Male,PHD,CND,9.03
Male,PHD,CND,7.33
Male,Btech,ECE,5.51
Female,Btech,CSE,5.08
Male,Btech,CSE,7.07
Male,MS,ECE,8.46
Male,Btech,CSE,6.5
Male,Btech,CHD,6.42
Male,MS,CSE,8.32
Female,Btech,CSE,7.49
Male,PHD,CND,7.64
Male,Btech,CND,5.47
Male,Btech,ECE,6.87
Male,PHD,CND,9.07
Male,Btech,CSE,6.54
Male,Btech,ECE,8.26
Female,Btech,CSE,6.26
Female,Btech,CSE,6.59
Male,Btech,CSE,7.16
Other,Btech,CND,7.93
Female,Btech,CND,7.03
Male,PHD,ECE,7.74
Male,Btech,CSE,6.09
Male,Btech,CHD,7.35
Male,Btech,CSE,5.34
Male,Btech,CSE,7.6
Female,MS,CSE,8.33
Male,Btech,ECE,8.6
Male,Btech,ECE,5.96
Female,Btech,ECE,6.33
Female,PHD,ECE,8.35
Male,Btech,CSE,8.11
Male,PHD,CND,8.61
Male,MS,CHD,8.26
Male,MS,ECE,8.79
Female,PHD,CHD,8.69
Female,Btech,ECE,4.7
Male,Btech,CSE,6.3
Male,Btech,ECE,7.82
Male,PHD,ECE,8.53
Female,Btech,ECE,6.01
Male,MS,ECE,7.5
Male,Btech,CSE,5.92
Female,Btech,ECE,7.68
Male,PHD,ECE,7.72
Male,Btech,ECE,7.1
Male,Btech,CSE,6.81
Female,Btech,ECE,7.92
Female,Btech,ECE,7.68
Male,Btech,ECE,8.05
Female,Btech,CSE,7.26
Female,MS,CSE,9.07
Female,MS,CND,7.58
Male,Btech,ECE,8.14
Male,MS,ECE,8.3
Female,Btech,ECE,6.8
Male,Btech,CND,6.95
Male,Btech,CSE,8.37
Male,PHD,CSE,8.26
Male,MS,CSE,7.93
Male,Btech,ECE,9.49
Female,Btech,CND,6.73
Female,PHD,CHD,8.21
Male,Btech,ECE,7.75
Male,Btech,ECE,9.33
Male,Btech,CSE,6.69
Male,Btech,CHD,6.98
Male,Btech,ECE,5.23
Other,Btech,ECE,8.2
Male,Btech,CSE,7.64
Female,Btech,ECE,8.61
Male,Btech,ECE,6.18
Male,PHD,ECE,8.05
Male,MS,CSE,8.19
Male,Btech,CSE,7.68
Male,PHD,CND,8.68
Female,Btech,CND,7.58
Female,Btech,CHD,6.77
Male,Btech,ECE,6.81
Male,Btech,ECE,5.84
Male,Btech,CSE,6.45
Male,Btech,CSE,6.88
Male,Btech,CHD,6.53
Male,MS,CHD,7.56
Male,Btech,CSE,6.82
Female,Btech,CND,8.21
Male,Btech,ECE,6.71
Female,Btech,CND,6.67
Female,Btech,CSE,8.13
Male,Btech,CSE,9.12
Male,Btech,CND,7.68
Female,MS,CND,8.38
Other,Btech,CSE,5.47
Female,PHD,CHD,7.13
Female,Btech,ECE,7.67
Female,Btech,CHD,9.45
Other,MS,ECE,7.59
Female,MS,CSE,7.75
Male,Btech,CSE,5.93
Female,Btech,CSE,8.31
Male,Btech,CSE,6.44
Male,PHD,ECE,7.97
Male,Btech,CSE,7.01
Male,Btech,ECE,7.3
Male,MS,CHD,8.34
Female,Btech,CSE,6.96
Female,MS,ECE,8.49
Female,Btech,CSE,5.61
Male,Btech,ECE,7.67
Female,PHD,ECE,9.34
Female,PHD,CSE,8.56
Female,Btech,CSE,8.01
Male,Btech,CND,7.2
Male,Btech,ECE,5.3
